name,address,phone,website,email,rating,reviews_count,city,category,scraped_at
Trattoria Portofino,"Adresse: Gubener Str. 48, 10243 Berlin ",Telefon: 030 23910610 ,http://www.portofino-trattoria.de/,,"4,3",,Berlin,bistro,2025-11-18 16:56:11
Hofbräu,"Adresse: Karl-Liebknecht-Str. 30, 10178 Berlin ",Telefon: 030 679665520 ,https://www.hofbraeu-wirtshaus.de/berlin,,"4,3",,Berlin,bistro,2025-11-18 16:56:21
Hofbräu,"Adresse: Karl-Liebknecht-Str. 30, 10178 Berlin ",Telefon: 030 679665520 ,https://facil.de/de/,,"4,8",,Berlin,bistro,2025-11-18 16:56:34
FACIL,"Adresse: Potsdamer Str. 3, 10785 Berlin ",Telefon: 030 590051234 ,https://facil.de/de/,,"4,8",,Berlin,bistro,2025-11-18 16:56:48
Gina Bistrot,"Adresse: Zionskirchstraße 77, 10119 Berlin ",Telefon: 01520 6216957 ,http://www.ginabistrot.com/,,"4,7",,Berlin,bistro,2025-11-18 16:57:03
Gina Bistrot,"Adresse: Zionskirchstraße 77, 10119 Berlin ",Telefon: 01520 6216957 ,http://www.ginabistrot.com/,,"4,7",,Berlin,bistro,2025-11-18 16:57:20
Meliá Berlin,"Adresse: Friedrichstraße 103, 10117 Berlin ",Telefon: 030 20607900 ,https://www.melia.com/de/hotels/deutschland/berlin/melia-berlin?utm_campaign=google&utm_content=6514&utm_medium=organic&utm_source=directories,,"4,4",,Berlin,imbiss,2025-11-18 16:58:06
Meliá Berlin,,Telefon: 0176 62507457 ,,,"4,4",,Berlin,imbiss,2025-11-18 16:58:21
Lindengartens Cafeklatsch,"Adresse: Alt-Buckow 15A, 12349 Berlin ",Telefon: 0176 62507457 ,,,"4,4",,Berlin,imbiss,2025-11-18 16:58:33
Konnopke's Imbiß,"Adresse: Schönhauser Allee 44b, 10435 Berlin ",Telefon: 030 4427765 ,http://www.konnopke-imbiss.de/,,"4,2",,Berlin,imbiss,2025-11-18 16:58:45
Zur Bratpfanne,"Adresse: Schloßstraße, 12163 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/,,"4,6",,Berlin,imbiss,2025-11-18 16:58:52
Zur Bratpfanne,"Adresse: Schloßstraße, 12163 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/,,"4,6",,Berlin,imbiss,2025-11-18 16:59:07
Ketch'up 35,,Telefon: 030 6117115 ,https://nachtigall-imbiss.de/,,"4,7",,Berlin,imbiss,2025-11-18 16:59:21
Nachtigall Imbiss Berlin,"Adresse: Ohlauer Str. 10, 10999 Berlin ",Telefon: 030 6117115 ,https://nachtigall-imbiss.de/,,"4,7",,Berlin,imbiss,2025-11-18 16:59:35
Nachtigall Imbiss Berlin,"Adresse: Ohlauer Str. 10, 10999 Berlin ",Telefon: 030 6117115 ,https://nachtigall-imbiss.de/,,"4,7",,Berlin,imbiss,2025-11-18 16:59:51
Cult Curry Mitte,"Adresse: Torstraße 122, 10119 Berlin ",,https://www.cultcurrymitte.de/,,"4,8",,Berlin,imbiss,2025-11-18 17:00:01
Imbiss Olympische Brücke,"Adresse: Olympische Str. 31, 14052 Berlin ",,https://www.imbiss-olympische-bruecke.de/,,"4,8",,Berlin,imbiss,2025-11-18 17:00:11
Imbiss Olympische Brücke,"Adresse: Olympische Str. 31, 14052 Berlin ",,,,"4,4",,Berlin,imbiss,2025-11-18 17:00:24
berlincurrys,"Adresse: Karl-Liebknecht-Str. 13, 10178 Berlin ",Telefon: 030 7969147 ,http://www.krasselts-berlin.de/,,"4,3",,Berlin,imbiss,2025-11-18 17:00:54
Krasselt's Imbiss Berlin,"Adresse: Steglitzer Damm 22, 12169 Berlin ",Telefon: 030 7969147 ,http://www.krasselts-berlin.de/,,"4,3",,Berlin,imbiss,2025-11-18 17:01:09
Royal Imbiss,"Adresse: Sanderstraße 1, 12047 Berlin ",Telefon: 030 53158113 ,https://www.facebook.com/Royal-D%C3%B6ner-819074504937421/,,"4,6",,Berlin,imbiss,2025-11-18 17:01:16
Royal Imbiss,"Adresse: Sanderstraße 1, 12047 Berlin ",Telefon: 030 53158113 ,https://www.facebook.com/Royal-D%C3%B6ner-819074504937421/,,,,Berlin,imbiss,2025-11-18 17:01:26
Zur Bratpfanne,"Adresse: 33, Königsberger Str. 30, 12207 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/Hinkommen_Lichterfelde.html,,"4,6",,Berlin,imbiss,2025-11-18 17:01:34
Zur Bratpfanne,"Adresse: 33, Königsberger Str. 30, 12207 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/Hinkommen_Lichterfelde.html,,"4,6",,Berlin,imbiss,2025-11-18 17:01:47
